ID,Slug,Name,Category,Brand,Original_Price,Discounted_Price,Stock_Status,Image_URL_1,Image_URL_2,Image_URL_3,Size,Rim,Ply,Pattern,Origin,Description
6a01084bef7be57bf6458e6b,patch-roler,"Patch Roler","Patches","BTG",0,0,in_stock,https://i.ibb.co/4RNF2LJJ/1.jpg,https://i.ibb.co/8DhrqPGc/2.jpg,https://i.ibb.co/DDKRr16b/3.jpg,"","","","","",""
6a01084bef7be57bf6458e6c,repair-plug-4-6,"Repair Plug #4 & #6","Patches","BTG",0,0,in_stock,https://i.ibb.co/wqyQrfy/1.jpg,https://i.ibb.co/2Yg37LgW/2.jpg,https://i.ibb.co/WXgm6cF/3.jpg,"Repair Plug #4 & #6","","","","",""
6a01084bef7be57bf6458e6e,small-t40,"Small T40","Patches","BTG",0,0,in_stock,,,,"Small T40","","","","",""
6a01084bef7be57bf6458e6f,tiny-c100,"Tiny C100","Patches","BTG",0,0,in_stock,,,,"Tiny C100","","","","",""
6a01084bef7be57bf6458e70,tiny-m100,"Tiny M100","Patches","BTG",0,0,in_stock,,,,"Tiny M100","","","","",""
6a01084bef7be57bf6458e72,250-17,"2.50-17","Tubes","Zess",0,0,in_stock,https://i.ibb.co/39wtBs7D/1.jpg,https://i.ibb.co/x8stSG2B/2.jpg,https://i.ibb.co/SXSr4Why/2.png,"2.50-17","","","","",""
6a01084bef7be57bf6458e75,275-17,"2.75-17","Tubes","Zess",0,0,in_stock,,,,"2.75-17","","","","",""
6a01084bef7be57bf6458e74,275-14,"2.75-14","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/pjPv4dRG/1.jpg,https://i.ibb.co/84Kcs3ng/2.jpg,https://i.ibb.co/qFnFdKrD/2.png,"2.75-14","","","","",""
6a01084bef7be57bf6458e73,250-18,"2.50-18","Tubes","Hussain",0,0,in_stock,https://i.ibb.co/TB1CTh70/1.jpg,https://i.ibb.co/p6Qw6VBY/1.png,https://i.ibb.co/B2tNvnhj/2.jpg,"2.50-18","","","","",""
6a01084bef7be57bf6458e77,26-15,"26_1.5","Tubes","BTG",0,0,in_stock,,,,"26_1.5","","","","",""
6a01084bef7be57bf6458e76,275-18,"2.75-18","Tubes","Hussain",0,0,in_stock,https://i.ibb.co/Ld88qw0J/1.jpg,https://i.ibb.co/8gWGjfFS/2.jpg,https://i.ibb.co/pvgDJFkF/2.png,"2.75-18","","","","",""
6a01084bef7be57bf6458e78,300-10,"3.00-10","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,,,,"3.00-10","","","","",""
6a01084bef7be57bf6458e79,300-12,"3.00-12","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/FkB87wm5/1.jpg,https://i.ibb.co/Kc5sRG0w/2.jpg,https://i.ibb.co/dsYrTzc0/2.png,"3.00-12","","","","",""
6a01084bef7be57bf6458e7a,300-17,"3.00-17","Tubes","Hussain, Zess",0,0,in_stock,https://i.ibb.co/d4JY0DFP/1.jpg,https://i.ibb.co/0yv8h4n0/2.jpg,https://i.ibb.co/JbSyP6m/2.png,"3.00-17","","","","",""
6a01084bef7be57bf6458e7b,300-18,"3.00-18","Tubes","Hussain",0,0,in_stock,https://i.ibb.co/prKJ8wxT/1.jpg,https://i.ibb.co/Jh43YG2/2.jpg,https://i.ibb.co/Rpf8dgwm/2.png,"3.00-18","","","","",""
6a01084bef7be57bf6458e7c,325-16-tube,"3.25-16 Tube","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/NdDTM10p/1.jpg,https://i.ibb.co/FkRBMfQf/2.jpg,https://i.ibb.co/PGQc7L1j/2.png,"42454.000231481485","","","","",""
6a01084bef7be57bf6458e7d,400-12,"4.00-12","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/Z1p15vTS/1.jpg,https://i.ibb.co/v62Br5kX/2.jpg,https://i.ibb.co/RkYnkKfC/2.png,"4.00-12","","","","",""
6a01084bef7be57bf6458e80,450-12,"4.50-12","Tubes","Hussain",0,0,in_stock,https://i.ibb.co/Zp2XKR2P/1.jpg,https://i.ibb.co/vC8xkqSn/2.jpg,https://i.ibb.co/mVQQXZMn/2.png,"4.50-12","","","","",""
6a01084bef7be57bf6458e7e,400-8,"4.00-8","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/JwQDbz8p/1.jpg,https://i.ibb.co/YzFdQXQ/10.jpg,https://i.ibb.co/GQDJfngg/11.jpg,"4.00-8","","","","",""
6a01084bef7be57bf6458e7f,450-10,"4.50-10","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/214PpjNt/1.jpg,https://i.ibb.co/XrRm3Cy1/2.jpg,https://i.ibb.co/q3RyRsPy/2.png,"4.50-10","","","","",""
6a01084bef7be57bf6458e81,500-10,"5.00-10","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/wZSMMybM/1.jpg,https://i.ibb.co/60JtfK7y/2.jpg,https://i.ibb.co/zhGCmkk0/2.png,"5.00-10","","","","",""
6a01084bef7be57bf6458e82,500-12,"5.00-12","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/dsG1y8zc/1.jpg,https://i.ibb.co/PGwKgTKm/2.jpg,https://i.ibb.co/JjbrykcZ/2.png,"5.00-12","","","","",""
6a01084bef7be57bf6458e83,550-13,"5.50-13","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/gbpxmLPY/1.jpg,https://i.ibb.co/whJ9vJts/2.jpg,https://i.ibb.co/XdhKzy3/2.png,"5.50-13","","","","",""
6a01084bef7be57bf6458e84,600-12,"6.00-12","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/Lz7wJVZW/1.jpg,https://i.ibb.co/zTwpz7H0/2.jpg,https://i.ibb.co/sd2j3ssb/2.png,"6.00-12","","","","",""
6a01084bef7be57bf6458e85,600-14,"6.00-14","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/bjgnbnrz/1.jpg,https://i.ibb.co/LDjdd3rC/10.jpg,https://i.ibb.co/TDtm129Y/11.jpg,"6.00-14","","","","",""
6a01084bef7be57bf6458e86,600-16,"6.00-16","Tubes","Hussain",0,0,in_stock,https://i.ibb.co/KpbjpRcW/1.jpg,https://i.ibb.co/WpgtxSR9/2.jpg,https://i.ibb.co/wZxXqL51/2.png,"6.00-16","","","","",""
6a01084bef7be57bf6458e89,825-16-tube,"8.25-16 Tube","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,https://i.ibb.co/sZZB07b/1.jpg,https://i.ibb.co/wrQ0x1Km/2.jpg,https://i.ibb.co/Wv1TK7jr/2.png,"42607.000231481485","","","","",""
6a01084bef7be57bf6458e8a,825-20-tube,"8.25-20 Tube","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,,,,"44068.000231481485","","","","",""
6a01084bef7be57bf6458e8b,900-20-tube,"9.00-20 Tube","Tubes","Hussain, Zess, MTF, Sakura",0,0,in_stock,,,,"9.00-20","","","","",""
6a01084bef7be57bf6458e8c,9090-12-tube,"90.90-12 Tube","Tubes","Tourino",0,0,in_stock,,,,"90.90-12","","","","",""
6a01084bef7be57bf6458e8d,five-star-500ml,"Five Star 500ml","Tyre Sealants","BTG",0,0,in_stock,,,,"5 Star","","","","",""
6a01084bef7be57bf6458e8e,ar-michael-1000ml,"AR Michael 1000ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/q3d02v7G/1.jpg,https://i.ibb.co/fdY8w0ms/2.jpg,https://i.ibb.co/mC0Yh8dw/3.jpg,"AR Mobile - 1000ml","","","","",""
6a01084bef7be57bf6458e90,arson-500ml,"Arson 500ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/DHyHpk4b/1.jpg,https://i.ibb.co/wNKpZbS6/2.jpg,https://i.ibb.co/jYDgWYq/3.jpg,"","","","","",""
6a01084bef7be57bf6458e8f,ar-michel,"AR-Michel","Tyre Sealants","BTG",0,0,in_stock,,,,"","","","","",""
6a01084bef7be57bf6458e91,pipe-gel-orange-1000ml,"Pipe Gel Orange 1000ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/k2YFvjQ5/1.jpg,https://i.ibb.co/QFK4MW7w/2.jpg,https://i.ibb.co/0VC6w3Yp/3.jpg,"Arson (Pipe Gel) - 1000 ml","","","","",""
6a01084bef7be57bf6458e92,arson-sun-blue-1000ml,"Arson (Sun Blue) 1000ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/wZKJpSZP/1.jpg,https://i.ibb.co/vCk9Pbqd/2.jpg,https://i.ibb.co/zWYtm9tX/3.jpg,"Arson (Sun Blue) - 1000ml","","","","",""
6a01084bef7be57bf6458e93,b-500ml,"B+ 500ml","Tyre Sealants","BTG",0,0,in_stock,,,,"","","","","",""
6a01084bef7be57bf6458e94,c-michael-1000ml,"C Michael 1000ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/prQjxj1r/1.jpg,https://i.ibb.co/Cp3nDrDy/2.jpg,https://i.ibb.co/tNFSMQP/3.jpg,"C Michel - 1000ml","","","","",""
6a01084bef7be57bf6458e95,c-michael-800ml,"C Michael 800ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/yn839Dr5/1.jpg,https://i.ibb.co/gFcjqcLZ/2.jpg,https://i.ibb.co/W4rbNjCp/3.jpg,"C Michel - 800 ml","","","","",""
6a01084bef7be57bf6458e96,c-michel,"C-Michel","Tyre Sealants","BTG",0,0,in_stock,,,,"","","","","",""
6a01084bef7be57bf6458e97,mrf-500ml,"MRF 500ml","Tyre Sealants","BTG",0,0,in_stock,,,,"","","","","",""
6a01084bef7be57bf6458e98,ns-best-green-500ml,"NS Best Green 500ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/YF5tGTsc/1.jpg,https://i.ibb.co/HD2hyddZ/2.jpg,https://i.ibb.co/mVvrH8kt/3.jpg,"NS Best - 500ml","","","","",""
6a01084bef7be57bf6458e99,omni-1000ml,"Omni 1000ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/M5CD01gh/1.jpg,https://i.ibb.co/5XFTtnnR/2.jpg,https://i.ibb.co/Z7z0Yvy/3.jpg,"","","","","",""
6a01084bef7be57bf6458e9a,quick-best-500ml,"Quick Best 500ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/PzVyXN4P/1.jpg,https://i.ibb.co/4ZVbDpHV/2.jpg,https://i.ibb.co/35Yy9fwr/3.jpg,"Quick Best - 500ml","","","","",""
6a01084bef7be57bf6458e9b,r-michael-800ml,"R Michael 800ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/yFnBb9Nq/1.jpg,https://i.ibb.co/Qj1zNNwH/2.jpg,https://i.ibb.co/sdBpq1pZ/3.jpg,"R Michel - 800ml","","","","",""
6a01084bef7be57bf6458e9d,rv-fast-pink-500ml,"RV Fast Pink 500ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/qMLC0wd4/1.jpg,https://i.ibb.co/C3yD4pYJ/2.jpg,https://i.ibb.co/27h1WYYd/3.jpg,"RV Fast (Pink) - 500 ml","","","","",""
6a01084bef7be57bf6458e9c,rmb-500ml,"RMB 500ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/1t0HFJXg/1.jpg,https://i.ibb.co/Y7FT7L3d/2.jpg,https://i.ibb.co/Cpn7C7Bw/3.jpg,"RMB - 500 ml","","","","",""
6a01084bef7be57bf6458e9f,sun-power-1100-ml,"Sun Power 1100 ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/j94dXBvR/1.jpg,https://i.ibb.co/HTKycd6b/2.jpg,https://i.ibb.co/TqYPFmrp/3.jpg,"Sun Power - 1100 ml","","","","",""
6a01084bef7be57bf6458e9e,sealants-collection,"Sealants Collection","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/Wvqjg3SZ/1.jpg,https://i.ibb.co/Fbt3YW4X/2.jpg,https://i.ibb.co/20Pz137V/3.jpg,"","","","","",""
6a01084bef7be57bf6458ea0,total-1000ml,"Total 1000ml","Tyre Sealants","BTG",0,0,in_stock,https://i.ibb.co/YC0VjVt/1.jpg,https://i.ibb.co/qFWwP64S/2.jpg,https://i.ibb.co/JVNK0MC/3.jpg,"Total - 1000ml","","","","",""
6a01084bef7be57bf6458ea1,275-14-1,"2.75-14","Tyres","Hussain, Zess, MTF, Rupsha",0,0,in_stock,,,,"2.75-14","","","Tyres(New):","",""
6a01084bef7be57bf6458ea2,300-10-1,"3.00-10","Tyres","Hussain",0,0,in_stock,,,,"3.00-10","","","Tyres(New):","",""
6a01084bef7be57bf6458ea3,product-btg-082,"Product BTG-082","Tyres","Hussain, Zess, MTF, Rupsha",0,0,in_stock,,,,"42454.000231481485","","","Tyres(New):","",""
6a01084bef7be57bf6458ea4,350-10,"3.50-10","Tyres","Hussain",0,0,in_stock,,,,"3.50-10","","","Tyres(New):","",""
6a01084bef7be57bf6458ea6,400-8-1,"4.00-8","Tyres","Local",0,0,in_stock,,,,"4.00-8","","","","",""
6a01084bef7be57bf6458ea5,400-12-1,"4.00-12","Tyres","Hussain",0,0,in_stock,,,,"4.00-12","","","Tyres(New):","",""
6a01a6ccece246527f86cc4a,1000-20-tube,"10.00-20 (Tube)","Tubes","",0,0,in_stock,https://i.ibb.co/Lhb9BzQr/1.jpg,https://i.ibb.co/Y4Hptv7F/2.jpg,https://i.ibb.co/SXyPLPb6/3.jpg,"","","","","",""
6a01a6cdece246527f86cc4d,700-15-tube,"7.00-15 (Tube)","Tubes","",0,0,in_stock,https://i.ibb.co/Z6Xwm5jd/1.jpg,https://i.ibb.co/B22J8RTz/2.jpg,https://i.ibb.co/Swr9vw6x/3.jpg,"","","","","",""
6a01a75190e8f55e7a8c8df4,750-16-tube,"7.50-16 (Tube)","Tubes","",0,0,in_stock,https://i.ibb.co/wZ0NxP8f/1.jpg,https://i.ibb.co/qYsdpb8r/2.jpg,https://i.ibb.co/BSMc1VR/3.jpg,"","","","","",""
